Tue Jun  1 12:16:27 2021
First batch shape: (The shape of batches are not same)
torch.Size([13, 8, 512]) 12
epo0 <tr>-<gen>: l_dis=1.47-1.47, l_cla=6.22-6.22, l_rec=66.57-90.42, l1=0.00, cer=146.42-122.24-121.92, time=56.7
epo1831 <tr>-<gen>: l_dis=0.07-9.39, l_cla=0.96-2.46, l_rec=2.63-7.12, l1=0.00, cer=3.24-6.32-6.13, time=33.4
epo1832 <tr>-<gen>: l_dis=0.05-8.55, l_cla=1.02-2.06, l_rec=2.05-6.35, l1=0.00, cer=2.24-6.44-4.71, time=33.9
epo1833 <tr>-<gen>: l_dis=0.07-9.32, l_cla=1.03-2.29, l_rec=2.22-6.10, l1=0.00, cer=2.30-4.66-5.58, time=33.7
epo1834 <tr>-<gen>: l_dis=0.07-8.29, l_cla=1.12-2.21, l_rec=1.82-6.00, l1=0.00, cer=1.80-5.66-5.45, time=33.6
epo1835 <tr>-<gen>: l_dis=0.04-8.08, l_cla=1.10-2.05, l_rec=2.49-6.88, l1=0.00, cer=3.07-6.13-5.16, time=33.4
epo1836 <tr>-<gen>: l_dis=0.07-9.89, l_cla=1.02-2.16, l_rec=2.09-6.39, l1=0.00, cer=2.27-5.22-5.84, time=33.6
epo1837 <tr>-<gen>: l_dis=0.07-8.03, l_cla=1.07-2.11, l_rec=2.52-6.48, l1=0.00, cer=2.91-4.90-5.54, time=33.6
epo1838 <tr>-<gen>: l_dis=0.06-8.48, l_cla=1.03-2.18, l_rec=2.63-6.14, l1=0.00, cer=2.73-3.92-5.59, time=33.6
epo1839 <tr>-<gen>: l_dis=0.06-8.01, l_cla=1.05-2.13, l_rec=2.54-5.94, l1=0.00, cer=2.23-5.34-3.81, time=33.5
epo1840 <tr>-<gen>: l_dis=0.10-7.21, l_cla=1.10-2.12, l_rec=1.76-5.84, l1=0.00, cer=1.51-4.92-5.41, time=33.4
EVAL: l_dis=7.781, l_cla=19.802, l_rec=5.462, cer=5.30-5.51, time=10.5
epo1841 <tr>-<gen>: l_dis=0.03-8.62, l_cla=1.05-1.96, l_rec=2.17-5.55, l1=0.00, cer=2.30-4.66-4.40, time=33.0
epo1842 <tr>-<gen>: l_dis=0.06-9.20, l_cla=1.06-1.94, l_rec=2.16-7.12, l1=0.00, cer=2.05-5.47-6.51, time=33.8
epo1843 <tr>-<gen>: l_dis=0.08-7.72, l_cla=1.00-2.31, l_rec=2.84-6.71, l1=0.00, cer=3.30-5.44-5.46, time=33.7
epo1844 <tr>-<gen>: l_dis=0.08-10.00, l_cla=0.95-2.21, l_rec=2.41-5.56, l1=0.00, cer=2.81-4.69-5.14, time=33.7
epo1845 <tr>-<gen>: l_dis=0.06-7.71, l_cla=0.99-2.19, l_rec=2.78-6.42, l1=0.00, cer=3.01-5.26-5.50, time=33.4
epo1846 <tr>-<gen>: l_dis=0.09-8.77, l_cla=1.09-2.49, l_rec=2.64-6.89, l1=0.00, cer=2.76-5.60-5.92, time=33.6
epo1847 <tr>-<gen>: l_dis=0.05-9.37, l_cla=1.18-2.26, l_rec=2.85-5.75, l1=0.00, cer=2.83-5.01-4.53, time=33.5
epo1848 <tr>-<gen>: l_dis=0.05-9.43, l_cla=1.22-2.36, l_rec=3.48-6.17, l1=0.00, cer=4.23-5.66-5.60, time=33.7
epo1849 <tr>-<gen>: l_dis=0.08-8.72, l_cla=1.14-2.64, l_rec=2.40-7.49, l1=0.00, cer=2.56-5.74-7.38, time=33.6
epo1850 <tr>-<gen>: l_dis=0.03-9.50, l_cla=1.04-2.73, l_rec=3.50-8.61, l1=0.00, cer=4.18-7.50-8.49, time=33.4
epo1851 <tr>-<gen>: l_dis=0.04-11.48, l_cla=0.96-2.52, l_rec=2.44-6.75, l1=0.00, cer=3.04-5.98-5.87, time=33.1
epo1852 <tr>-<gen>: l_dis=0.12-10.45, l_cla=0.98-2.41, l_rec=2.44-7.09, l1=0.00, cer=2.49-6.16-7.10, time=33.4
epo1853 <tr>-<gen>: l_dis=0.05-9.04, l_cla=1.02-2.19, l_rec=2.64-7.29, l1=0.00, cer=2.63-7.41-6.49, time=33.8
epo1854 <tr>-<gen>: l_dis=0.08-10.06, l_cla=1.03-2.04, l_rec=2.85-6.48, l1=0.00, cer=2.63-6.67-5.52, time=33.4
epo1855 <tr>-<gen>: l_dis=0.06-9.51, l_cla=1.04-2.04, l_rec=2.66-6.58, l1=0.00, cer=2.36-6.15-5.74, time=33.8
epo1856 <tr>-<gen>: l_dis=0.09-9.00, l_cla=1.11-2.36, l_rec=2.82-6.13, l1=0.00, cer=3.30-5.39-5.46, time=33.4
epo1857 <tr>-<gen>: l_dis=0.07-8.38, l_cla=0.95-2.14, l_rec=2.41-6.45, l1=0.00, cer=2.72-6.14-5.94, time=33.5
epo1858 <tr>-<gen>: l_dis=0.09-8.08, l_cla=1.11-2.10, l_rec=2.86-6.22, l1=0.00, cer=3.45-6.17-5.15, time=33.8
epo1859 <tr>-<gen>: l_dis=0.08-8.58, l_cla=0.97-2.04, l_rec=1.83-6.23, l1=0.00, cer=1.78-6.12-4.91, time=33.4
epo1860 <tr>-<gen>: l_dis=0.07-9.54, l_cla=0.90-2.18, l_rec=1.93-6.41, l1=0.00, cer=1.41-6.38-5.89, time=33.7
EVAL: l_dis=8.647, l_cla=20.267, l_rec=5.780, cer=4.75-4.97, time=10.5
epo1861 <tr>-<gen>: l_dis=0.06-8.75, l_cla=1.04-2.19, l_rec=2.89-6.68, l1=0.00, cer=2.79-6.89-5.84, time=33.0
epo1862 <tr>-<gen>: l_dis=0.12-8.67, l_cla=1.08-2.15, l_rec=2.01-7.12, l1=0.00, cer=1.64-6.41-5.55, time=33.3
epo1863 <tr>-<gen>: l_dis=0.05-8.71, l_cla=1.01-2.20, l_rec=2.13-6.15, l1=0.00, cer=2.29-4.78-6.08, time=33.5
epo1864 <tr>-<gen>: l_dis=0.09-8.19, l_cla=0.97-2.04, l_rec=2.56-5.79, l1=0.00, cer=2.33-4.67-5.51, time=33.6
epo1865 <tr>-<gen>: l_dis=0.04-8.62, l_cla=1.02-2.34, l_rec=1.45-5.75, l1=0.00, cer=1.14-5.15-5.03, time=33.7
epo1866 <tr>-<gen>: l_dis=0.04-10.19, l_cla=0.96-2.35, l_rec=2.11-6.29, l1=0.00, cer=1.86-4.68-6.25, time=33.6
epo1867 <tr>-<gen>: l_dis=0.05-9.07, l_cla=1.06-2.47, l_rec=2.43-5.53, l1=0.00, cer=2.51-5.42-4.08, time=33.4
epo1868 <tr>-<gen>: l_dis=0.06-9.07, l_cla=1.06-2.22, l_rec=2.58-6.12, l1=0.00, cer=2.88-5.27-6.37, time=33.4
epo1869 <tr>-<gen>: l_dis=0.08-9.16, l_cla=1.20-1.92, l_rec=2.44-6.57, l1=0.00, cer=2.82-5.16-5.55, time=33.5
epo1870 <tr>-<gen>: l_dis=0.07-8.08, l_cla=1.07-2.32, l_rec=2.44-6.35, l1=0.00, cer=3.01-5.31-4.92, time=33.4
epo1871 <tr>-<gen>: l_dis=0.06-10.39, l_cla=1.16-2.04, l_rec=1.83-6.68, l1=0.00, cer=1.84-5.97-5.66, time=33.5
epo1872 <tr>-<gen>: l_dis=0.09-9.00, l_cla=1.10-2.45, l_rec=2.51-6.10, l1=0.00, cer=3.01-5.38-5.92, time=33.5
epo1873 <tr>-<gen>: l_dis=0.08-8.00, l_cla=1.06-2.37, l_rec=2.39-6.14, l1=0.00, cer=2.37-5.05-5.26, time=33.4
epo1874 <tr>-<gen>: l_dis=0.04-11.69, l_cla=1.05-2.28, l_rec=2.50-5.90, l1=0.00, cer=3.03-4.88-5.32, time=33.3
epo1875 <tr>-<gen>: l_dis=0.07-11.75, l_cla=1.17-2.32, l_rec=1.85-6.27, l1=0.00, cer=1.66-6.40-4.16, time=33.4
epo1876 <tr>-<gen>: l_dis=0.11-8.21, l_cla=0.98-2.07, l_rec=2.49-6.96, l1=0.00, cer=2.78-6.46-5.58, time=33.2
epo1877 <tr>-<gen>: l_dis=0.08-8.26, l_cla=1.09-2.18, l_rec=1.85-6.43, l1=0.00, cer=2.01-6.48-5.77, time=33.5
epo1878 <tr>-<gen>: l_dis=0.07-8.81, l_cla=1.04-2.05, l_rec=2.34-6.08, l1=0.00, cer=2.26-5.08-4.83, time=33.4
epo1879 <tr>-<gen>: l_dis=0.06-8.75, l_cla=1.05-2.07, l_rec=2.86-5.93, l1=0.00, cer=3.05-4.14-5.47, time=33.6
epo1880 <tr>-<gen>: l_dis=0.07-9.20, l_cla=0.97-2.47, l_rec=2.27-5.83, l1=0.00, cer=2.57-5.07-5.29, time=33.4
EVAL: l_dis=11.685, l_cla=19.751, l_rec=5.624, cer=4.97-5.73, time=10.5
epo1881 <tr>-<gen>: l_dis=0.06-9.17, l_cla=0.95-2.19, l_rec=2.48-5.95, l1=0.00, cer=2.70-5.73-4.75, time=33.1
epo1882 <tr>-<gen>: l_dis=0.08-10.83, l_cla=1.13-2.31, l_rec=1.91-5.15, l1=0.00, cer=2.09-4.33-3.99, time=33.4
epo1883 <tr>-<gen>: l_dis=0.07-9.35, l_cla=1.04-1.90, l_rec=2.22-6.58, l1=0.00, cer=2.23-6.04-5.03, time=34.4
epo1884 <tr>-<gen>: l_dis=0.08-8.76, l_cla=1.10-2.42, l_rec=2.14-6.60, l1=0.00, cer=1.84-5.17-5.70, time=33.3
epo1885 <tr>-<gen>: l_dis=0.07-7.85, l_cla=1.16-2.32, l_rec=2.36-6.41, l1=0.00, cer=2.30-6.37-5.04, time=33.7
epo1886 <tr>-<gen>: l_dis=0.05-9.22, l_cla=1.13-2.34, l_rec=2.11-5.77, l1=0.00, cer=2.11-5.01-5.30, time=33.2
epo1887 <tr>-<gen>: l_dis=0.04-9.51, l_cla=1.20-1.94, l_rec=3.01-5.76, l1=0.00, cer=3.58-4.83-5.21, time=33.3
epo1888 <tr>-<gen>: l_dis=0.12-8.68, l_cla=1.04-2.04, l_rec=3.06-6.36, l1=0.00, cer=4.06-5.41-5.63, time=33.3
epo1889 <tr>-<gen>: l_dis=0.06-9.26, l_cla=0.91-2.23, l_rec=2.56-6.84, l1=0.00, cer=2.71-6.61-6.60, time=33.5
epo1890 <tr>-<gen>: l_dis=0.06-9.17, l_cla=0.93-2.13, l_rec=2.11-6.12, l1=0.00, cer=2.22-5.19-5.59, time=33.5
epo1891 <tr>-<gen>: l_dis=0.07-7.81, l_cla=1.07-2.35, l_rec=2.02-5.49, l1=0.00, cer=2.08-3.93-4.72, time=33.3
epo1892 <tr>-<gen>: l_dis=0.08-8.59, l_cla=0.92-2.39, l_rec=2.28-6.05, l1=0.00, cer=2.33-5.29-5.55, time=33.7
epo1893 <tr>-<gen>: l_dis=0.04-9.12, l_cla=0.96-2.00, l_rec=2.41-6.75, l1=0.00, cer=2.85-6.21-6.13, time=33.2
epo1894 <tr>-<gen>: l_dis=0.08-8.77, l_cla=1.18-2.10, l_rec=2.35-5.95, l1=0.00, cer=2.77-5.83-4.54, time=33.7
epo1895 <tr>-<gen>: l_dis=0.06-9.58, l_cla=0.89-2.21, l_rec=1.81-6.06, l1=0.00, cer=1.44-5.56-4.90, time=33.6
epo1896 <tr>-<gen>: l_dis=0.08-8.33, l_cla=0.95-2.02, l_rec=1.67-6.66, l1=0.00, cer=1.65-6.17-5.77, time=33.5
epo1897 <tr>-<gen>: l_dis=0.04-10.26, l_cla=1.01-1.93, l_rec=3.06-6.10, l1=0.00, cer=4.33-5.30-5.08, time=33.5
epo1898 <tr>-<gen>: l_dis=0.06-9.94, l_cla=0.99-2.05, l_rec=2.28-7.01, l1=0.00, cer=2.55-6.20-6.81, time=33.7
epo1899 <tr>-<gen>: l_dis=0.07-8.88, l_cla=0.97-2.12, l_rec=2.71-8.28, l1=0.00, cer=2.50-7.33-7.80, time=33.6
epo1900 <tr>-<gen>: l_dis=0.10-8.87, l_cla=1.18-2.59, l_rec=3.68-7.45, l1=0.00, cer=4.17-6.92-6.33, time=33.3
EVAL: l_dis=7.604, l_cla=19.226, l_rec=6.835, cer=5.30-5.95, time=10.4
epo1901 <tr>-<gen>: l_dis=0.08-9.09, l_cla=0.99-2.41, l_rec=2.27-6.37, l1=0.00, cer=1.85-5.96-5.47, time=33.3
epo1902 <tr>-<gen>: l_dis=0.02-9.56, l_cla=1.01-2.17, l_rec=2.73-5.82, l1=0.00, cer=4.08-5.03-4.70, time=33.0
epo1903 <tr>-<gen>: l_dis=0.09-9.66, l_cla=1.04-2.25, l_rec=3.01-6.92, l1=0.00, cer=3.04-5.77-6.11, time=33.5
epo1904 <tr>-<gen>: l_dis=0.07-9.68, l_cla=1.13-2.19, l_rec=2.81-7.10, l1=0.00, cer=2.88-6.14-6.10, time=34.1
epo1905 <tr>-<gen>: l_dis=0.12-6.89, l_cla=1.04-1.95, l_rec=2.48-6.12, l1=0.00, cer=2.77-5.40-4.89, time=34.1
epo1906 <tr>-<gen>: l_dis=0.07-9.12, l_cla=1.03-1.97, l_rec=2.17-6.34, l1=0.00, cer=2.34-5.17-5.26, time=34.6
epo1907 <tr>-<gen>: l_dis=0.09-9.02, l_cla=0.93-2.30, l_rec=2.23-6.14, l1=0.00, cer=2.49-5.59-5.03, time=34.6
epo1908 <tr>-<gen>: l_dis=0.06-8.26, l_cla=1.07-2.58, l_rec=2.40-6.77, l1=0.00, cer=2.75-5.51-6.25, time=34.4
epo1909 <tr>-<gen>: l_dis=0.07-9.46, l_cla=0.98-2.04, l_rec=2.12-6.20, l1=0.00, cer=2.23-5.61-6.22, time=34.5
epo1910 <tr>-<gen>: l_dis=0.05-8.42, l_cla=0.94-1.95, l_rec=2.48-6.05, l1=0.00, cer=2.65-5.02-5.98, time=34.6
epo1911 <tr>-<gen>: l_dis=0.05-9.25, l_cla=0.93-2.33, l_rec=2.71-6.59, l1=0.00, cer=2.53-5.05-6.28, time=34.6
epo1912 <tr>-<gen>: l_dis=0.05-10.20, l_cla=0.99-2.28, l_rec=2.38-6.26, l1=0.00, cer=2.60-5.32-5.64, time=34.4
epo1913 <tr>-<gen>: l_dis=0.05-10.14, l_cla=0.96-2.55, l_rec=2.58-6.20, l1=0.00, cer=2.98-5.63-5.77, time=34.4
epo1914 <tr>-<gen>: l_dis=0.06-9.65, l_cla=0.96-2.20, l_rec=2.44-6.27, l1=0.00, cer=2.82-6.00-5.18, time=34.4
epo1915 <tr>-<gen>: l_dis=0.06-8.99, l_cla=1.08-2.52, l_rec=2.26-6.83, l1=0.00, cer=2.47-6.28-6.00, time=34.3
epo1916 <tr>-<gen>: l_dis=0.10-8.47, l_cla=0.87-2.17, l_rec=2.02-6.00, l1=0.00, cer=1.79-5.30-5.30, time=34.5
epo1917 <tr>-<gen>: l_dis=0.07-9.00, l_cla=0.95-2.22, l_rec=2.72-5.85, l1=0.00, cer=3.08-5.31-4.43, time=34.6
epo1918 <tr>-<gen>: l_dis=0.07-8.66, l_cla=0.95-2.25, l_rec=2.13-6.17, l1=0.00, cer=1.78-5.45-5.36, time=34.8
epo1919 <tr>-<gen>: l_dis=0.07-8.28, l_cla=0.91-2.28, l_rec=2.11-6.09, l1=0.00, cer=2.09-5.56-6.08, time=34.3
epo1920 <tr>-<gen>: l_dis=0.05-8.52, l_cla=1.04-1.98, l_rec=2.55-6.12, l1=0.00, cer=2.44-5.46-5.34, time=34.4
EVAL: l_dis=9.693, l_cla=19.944, l_rec=5.927, cer=4.19-4.22, time=11.5
epo1921 <tr>-<gen>: l_dis=0.04-9.93, l_cla=0.94-2.12, l_rec=1.72-5.98, l1=0.00, cer=1.43-5.34-5.21, time=34.0
epo1922 <tr>-<gen>: l_dis=0.05-9.78, l_cla=1.00-2.20, l_rec=1.83-5.55, l1=0.00, cer=1.21-5.29-4.77, time=34.9
epo1923 <tr>-<gen>: l_dis=0.09-9.45, l_cla=0.96-2.06, l_rec=1.76-6.16, l1=0.00, cer=1.97-5.74-4.67, time=34.4
epo1924 <tr>-<gen>: l_dis=0.07-10.13, l_cla=1.01-2.62, l_rec=1.94-5.96, l1=0.00, cer=2.05-4.81-5.65, time=34.6
epo1925 <tr>-<gen>: l_dis=0.04-9.85, l_cla=1.12-2.42, l_rec=2.55-6.38, l1=0.00, cer=2.72-6.02-5.21, time=34.4
epo1926 <tr>-<gen>: l_dis=0.08-10.01, l_cla=0.91-2.28, l_rec=1.71-6.07, l1=0.00, cer=1.36-5.03-5.25, time=34.6
epo1927 <tr>-<gen>: l_dis=0.06-8.61, l_cla=1.10-2.38, l_rec=2.47-6.33, l1=0.00, cer=2.53-5.49-5.46, time=34.8
epo1928 <tr>-<gen>: l_dis=0.06-8.79, l_cla=1.03-2.14, l_rec=1.86-5.87, l1=0.00, cer=2.30-4.39-5.62, time=34.5
epo1929 <tr>-<gen>: l_dis=0.06-9.45, l_cla=1.02-2.16, l_rec=2.50-5.79, l1=0.00, cer=2.83-5.09-4.70, time=34.6
epo1930 <tr>-<gen>: l_dis=0.09-10.10, l_cla=0.97-2.07, l_rec=1.96-5.81, l1=0.00, cer=2.15-5.46-5.22, time=34.6
epo1931 <tr>-<gen>: l_dis=0.03-8.92, l_cla=0.95-1.92, l_rec=2.09-6.10, l1=0.00, cer=1.98-5.97-5.04, time=34.5
epo1932 <tr>-<gen>: l_dis=0.05-10.29, l_cla=0.83-2.24, l_rec=2.51-6.82, l1=0.00, cer=2.68-6.44-5.82, time=34.4
epo1933 <tr>-<gen>: l_dis=0.08-9.21, l_cla=0.93-2.24, l_rec=1.78-5.87, l1=0.00, cer=1.55-4.93-5.27, time=34.3
epo1934 <tr>-<gen>: l_dis=0.05-9.61, l_cla=1.22-2.15, l_rec=1.80-5.56, l1=0.00, cer=1.73-4.33-5.19, time=34.2
epo1935 <tr>-<gen>: l_dis=0.07-9.45, l_cla=0.97-1.95, l_rec=1.90-6.11, l1=0.00, cer=1.66-5.39-5.79, time=34.4
epo1936 <tr>-<gen>: l_dis=0.05-8.40, l_cla=0.87-2.08, l_rec=2.83-5.97, l1=0.00, cer=3.00-4.89-6.30, time=34.4
epo1937 <tr>-<gen>: l_dis=0.05-9.69, l_cla=1.09-2.11, l_rec=2.31-5.93, l1=0.00, cer=2.44-5.04-5.77, time=34.7
epo1938 <tr>-<gen>: l_dis=0.06-9.21, l_cla=0.97-1.94, l_rec=1.66-5.75, l1=0.00, cer=1.69-4.76-4.88, time=34.2
epo1939 <tr>-<gen>: l_dis=0.09-7.78, l_cla=1.12-2.27, l_rec=3.25-5.99, l1=0.00, cer=3.84-6.02-4.95, time=34.3
epo1940 <tr>-<gen>: l_dis=0.06-9.17, l_cla=0.89-2.02, l_rec=1.75-6.22, l1=0.00, cer=2.18-5.18-4.88, time=34.3
EVAL: l_dis=7.634, l_cla=20.519, l_rec=5.804, cer=5.19-5.08, time=11.2
epo1941 <tr>-<gen>: l_dis=0.09-8.30, l_cla=1.04-2.00, l_rec=2.00-6.67, l1=0.00, cer=2.03-6.45-5.54, time=33.9
epo1942 <tr>-<gen>: l_dis=0.06-7.61, l_cla=0.92-2.03, l_rec=1.67-6.45, l1=0.00, cer=1.46-5.44-5.48, time=34.2
epo1943 <tr>-<gen>: l_dis=0.05-8.81, l_cla=0.92-1.85, l_rec=2.25-6.05, l1=0.00, cer=2.41-5.67-5.35, time=34.4
epo1944 <tr>-<gen>: l_dis=0.05-9.50, l_cla=0.86-1.91, l_rec=1.64-5.42, l1=0.00, cer=1.42-5.15-4.07, time=34.7
epo1945 <tr>-<gen>: l_dis=0.07-8.59, l_cla=0.97-2.03, l_rec=2.61-6.10, l1=0.00, cer=2.59-5.58-5.45, time=34.4
epo1946 <tr>-<gen>: l_dis=0.06-8.87, l_cla=0.84-2.03, l_rec=1.70-5.12, l1=0.00, cer=1.92-4.34-4.15, time=34.7
epo1947 <tr>-<gen>: l_dis=0.07-8.53, l_cla=0.98-2.01, l_rec=1.81-5.26, l1=0.00, cer=1.93-4.42-5.11, time=34.3
epo1948 <tr>-<gen>: l_dis=0.07-7.64, l_cla=0.91-2.04, l_rec=1.49-7.13, l1=0.00, cer=1.36-5.79-5.93, time=34.8
epo1949 <tr>-<gen>: l_dis=0.03-9.32, l_cla=0.92-2.17, l_rec=2.59-6.12, l1=0.00, cer=3.35-5.01-4.43, time=34.7
epo1950 <tr>-<gen>: l_dis=0.04-9.71, l_cla=0.99-2.20, l_rec=2.43-5.62, l1=0.00, cer=2.36-5.29-4.96, time=34.6
epo1951 <tr>-<gen>: l_dis=0.10-8.30, l_cla=0.90-2.22, l_rec=2.40-5.99, l1=0.00, cer=2.47-5.08-4.81, time=33.8
epo1952 <tr>-<gen>: l_dis=0.11-7.38, l_cla=1.02-2.32, l_rec=2.57-6.39, l1=0.00, cer=3.17-5.67-5.68, time=34.4
epo1953 <tr>-<gen>: l_dis=0.06-7.75, l_cla=0.95-2.08, l_rec=3.19-5.70, l1=0.00, cer=4.69-5.47-4.54, time=34.6
epo1954 <tr>-<gen>: l_dis=0.05-12.67, l_cla=0.87-2.35, l_rec=1.93-6.32, l1=0.00, cer=1.93-5.62-5.89, time=34.6
epo1955 <tr>-<gen>: l_dis=0.08-9.20, l_cla=1.14-2.65, l_rec=1.80-6.67, l1=0.00, cer=1.63-6.48-6.86, time=34.8
epo1956 <tr>-<gen>: l_dis=0.08-8.83, l_cla=1.00-2.56, l_rec=2.83-6.10, l1=0.00, cer=2.82-4.99-5.49, time=34.4
epo1957 <tr>-<gen>: l_dis=0.08-9.69, l_cla=0.88-1.97, l_rec=2.08-6.00, l1=0.00, cer=1.73-4.83-5.27, time=34.7
epo1958 <tr>-<gen>: l_dis=0.07-8.25, l_cla=0.91-2.00, l_rec=2.00-6.13, l1=0.00, cer=2.00-5.50-4.96, time=34.6
epo1959 <tr>-<gen>: l_dis=0.03-8.70, l_cla=0.87-2.07, l_rec=2.03-5.65, l1=0.00, cer=2.00-4.45-5.19, time=34.8
epo1960 <tr>-<gen>: l_dis=0.07-10.28, l_cla=0.90-2.15, l_rec=2.38-6.38, l1=0.00, cer=2.57-5.50-5.52, time=34.5
EVAL: l_dis=8.546, l_cla=20.355, l_rec=6.322, cer=5.85-4.97, time=11.6
epo1961 <tr>-<gen>: l_dis=0.07-8.95, l_cla=0.76-2.21, l_rec=2.10-6.23, l1=0.00, cer=2.11-5.09-4.85, time=34.3
epo1962 <tr>-<gen>: l_dis=0.06-8.74, l_cla=1.00-2.09, l_rec=2.56-5.99, l1=0.00, cer=2.85-5.53-5.66, time=34.5
epo1963 <tr>-<gen>: l_dis=0.06-10.11, l_cla=0.96-2.27, l_rec=2.20-6.40, l1=0.00, cer=2.57-5.04-6.53, time=34.7
epo1964 <tr>-<gen>: l_dis=0.05-9.19, l_cla=0.89-2.06, l_rec=1.96-6.13, l1=0.00, cer=1.75-5.20-4.94, time=34.6
epo1965 <tr>-<gen>: l_dis=0.05-8.73, l_cla=0.90-2.16, l_rec=2.31-5.92, l1=0.00, cer=2.67-5.83-4.91, time=35.2
epo1966 <tr>-<gen>: l_dis=0.07-9.87, l_cla=0.93-2.23, l_rec=2.32-5.89, l1=0.00, cer=2.36-4.71-5.03, time=34.5
epo1967 <tr>-<gen>: l_dis=0.08-8.95, l_cla=0.88-2.20, l_rec=1.63-6.02, l1=0.00, cer=1.47-6.38-5.35, time=34.5
epo1968 <tr>-<gen>: l_dis=0.06-9.43, l_cla=0.89-2.16, l_rec=1.87-5.93, l1=0.00, cer=1.85-6.31-5.13, time=34.7
epo1969 <tr>-<gen>: l_dis=0.05-7.75, l_cla=1.01-2.02, l_rec=1.92-6.01, l1=0.00, cer=2.05-4.52-5.73, time=34.3
epo1970 <tr>-<gen>: l_dis=0.05-9.31, l_cla=0.96-1.95, l_rec=2.17-6.73, l1=0.00, cer=2.05-5.64-5.52, time=34.8
epo1971 <tr>-<gen>: l_dis=0.06-8.68, l_cla=1.10-2.08, l_rec=2.87-6.91, l1=0.00, cer=3.13-6.88-5.91, time=34.4
epo1972 <tr>-<gen>: l_dis=0.06-9.59, l_cla=1.05-2.20, l_rec=2.57-6.34, l1=0.00, cer=3.30-5.77-5.96, time=34.7
epo1973 <tr>-<gen>: l_dis=0.07-8.20, l_cla=1.04-1.98, l_rec=1.75-5.31, l1=0.00, cer=1.69-4.51-4.27, time=34.7
epo1974 <tr>-<gen>: l_dis=0.03-10.45, l_cla=0.84-1.91, l_rec=2.71-5.79, l1=0.00, cer=2.94-5.28-5.18, time=34.3
epo1975 <tr>-<gen>: l_dis=0.14-8.71, l_cla=0.90-2.18, l_rec=1.76-5.51, l1=0.00, cer=1.78-5.56-4.07, time=34.1
epo1976 <tr>-<gen>: l_dis=0.08-9.06, l_cla=0.96-2.09, l_rec=2.20-6.18, l1=0.00, cer=2.49-5.40-5.50, time=34.2
epo1977 <tr>-<gen>: l_dis=0.06-10.01, l_cla=0.87-2.11, l_rec=1.77-6.19, l1=0.00, cer=1.70-5.55-6.03, time=34.3
epo1978 <tr>-<gen>: l_dis=0.07-8.68, l_cla=0.99-2.31, l_rec=2.63-5.99, l1=0.00, cer=2.82-5.31-5.68, time=34.4
epo1979 <tr>-<gen>: l_dis=0.09-8.07, l_cla=0.96-2.25, l_rec=2.24-6.70, l1=0.00, cer=2.50-5.57-5.93, time=34.6
epo1980 <tr>-<gen>: l_dis=0.04-8.97, l_cla=1.02-2.18, l_rec=2.37-6.82, l1=0.00, cer=2.75-5.93-5.52, time=34.4
EVAL: l_dis=9.251, l_cla=20.380, l_rec=5.045, cer=3.97-4.86, time=11.2
epo1981 <tr>-<gen>: l_dis=0.06-8.60, l_cla=1.00-2.49, l_rec=2.29-5.77, l1=0.00, cer=2.02-5.22-5.14, time=34.1
epo1982 <tr>-<gen>: l_dis=0.04-9.80, l_cla=0.86-2.01, l_rec=1.86-5.81, l1=0.00, cer=1.53-5.90-4.65, time=34.5
epo1983 <tr>-<gen>: l_dis=0.06-11.31, l_cla=0.91-2.32, l_rec=2.29-5.62, l1=0.00, cer=2.47-5.38-4.96, time=34.5
epo1984 <tr>-<gen>: l_dis=0.08-8.56, l_cla=0.94-1.95, l_rec=2.52-5.90, l1=0.00, cer=2.63-5.07-5.29, time=34.4
epo1985 <tr>-<gen>: l_dis=0.09-10.14, l_cla=0.97-2.30, l_rec=1.54-5.60, l1=0.00, cer=1.43-4.60-4.30, time=34.4
epo1986 <tr>-<gen>: l_dis=0.09-7.74, l_cla=0.91-2.08, l_rec=2.83-5.46, l1=0.00, cer=2.78-4.73-5.07, time=34.3
epo1987 <tr>-<gen>: l_dis=0.05-12.57, l_cla=0.90-2.19, l_rec=2.00-5.26, l1=0.00, cer=1.94-4.32-5.19, time=34.4
epo1988 <tr>-<gen>: l_dis=0.13-10.19, l_cla=0.84-2.33, l_rec=1.75-6.40, l1=0.00, cer=2.09-4.78-5.36, time=34.7
epo1989 <tr>-<gen>: l_dis=0.10-7.49, l_cla=1.04-2.24, l_rec=2.59-6.22, l1=0.00, cer=3.02-4.83-5.63, time=34.2
epo1990 <tr>-<gen>: l_dis=0.10-8.01, l_cla=1.09-1.97, l_rec=2.29-6.15, l1=0.00, cer=2.14-5.84-5.34, time=34.6
epo1991 <tr>-<gen>: l_dis=0.06-8.79, l_cla=0.95-2.37, l_rec=1.67-5.65, l1=0.00, cer=1.48-5.12-4.44, time=34.3
epo1992 <tr>-<gen>: l_dis=0.05-8.69, l_cla=0.92-2.19, l_rec=2.02-5.83, l1=0.00, cer=1.99-4.93-5.19, time=34.5
epo1993 <tr>-<gen>: l_dis=0.07-8.85, l_cla=0.92-2.49, l_rec=2.64-6.26, l1=0.00, cer=2.90-5.69-5.50, time=34.3
epo1994 <tr>-<gen>: l_dis=0.04-9.67, l_cla=0.97-2.08, l_rec=1.99-5.24, l1=0.00, cer=1.78-5.08-4.13, time=34.4
